timestamp, trade_id, price, amount, taker_side_sell
1560729688000, 367861635, 8973.0, 0.01434568, False
1560729688000, 367861636, 8973.5, 0.03558259, False
1560729698000, 367861692, 8973.4, 0.003265, False
1560729699000, 367861697, 8973.4, 0.00963271, False
1560729699000, 367861698, 8973.5, 0.24010595, False
1560729701000, 367861703, 8973.4, 0.0116055, False
1560729701000, 367861704, 8973.5, 0.31772593, False
1560729819000, 367862141, 8996.0, 0.00359016, False
1560729880000, 367862241, 8996.0, 0.00375409, False
