timestamp, trade_id, price, amount, taker_side_sell
1560729675000, 367861597, 268.31, 0.49797543, False
1560729675000, 367861598, 268.32, 1.16132884, False
1560729776000, 367862000, 268.76, 0.44633191, False
1560729816000, 367862132, 268.96, 8.90840005, False
1560729816000, 367862133, 268.96, 0.40102945, False
1560729884000, 367862261, 269.37, 6.72653254, False
1560729886000, 367862269, 269.36, 0.35874393, False
1560730226000, 367863002, 269.8, 0.3211207, False
1560730230000, 367863016, 269.83, 0.5, False
